learner_id,event_date,grade,subject,activity_type,learning_style,connectivity,session_minutes,attempts,hints_used,accuracy,mastery_before,mastery_after,inactivity_days,completed,needs_remediation,origin
ELV-4e48c2ea10,2026-02-16,Terminale D,SVT,exercise,auditif,bonne,17,1,0,0.9276,0.753,0.8995,9,0,0,synthetic
ELV-4e48c2ea10,2026-01-27,Terminale D,Mathématiques,exercise,auditif,bonne,11,1,1,0.9115,0.798,0.9151,4,1,0,synthetic
ELV-4e48c2ea10,2026-01-30,Terminale D,Physique-Chimie,exercise,auditif,bonne,17,2,0,0.9884,0.8654,1.0,9,1,0,synthetic
ELV-fb179d7b54,2026-01-07,3e,Physique-Chimie,exam,auditif,moyenne,27,2,2,0.4206,0.4072,0.4336,13,1,1,synthetic
ELV-fb179d7b54,2026-01-10,3e,SVT,course,auditif,moyenne,36,1,2,0.4844,0.4602,0.497,25,0,1,synthetic
ELV-fb179d7b54,2026-01-22,3e,Mathématiques,exercise,auditif,moyenne,36,3,2,0.4771,0.4894,0.5464,6,1,1,synthetic
ELV-fb179d7b54,2026-01-21,3e,Physique-Chimie,exercise,auditif,moyenne,37,2,2,0.4762,0.3481,0.3685,11,1,1,synthetic
ELV-fb179d7b54,2026-02-02,3e,SVT,exercise,auditif,moyenne,30,3,1,0.4763,0.4743,0.6202,0,1,1,synthetic
ELV-fb179d7b54,2026-02-06,3e,Mathématiques,course,auditif,moyenne,33,3,3,0.1887,0.2253,0.2343,3,1,1,synthetic
ELV-fb179d7b54,2026-01-24,3e,Physique-Chimie,laboratory,auditif,moyenne,35,3,3,0.5448,0.4111,0.5201,8,1,1,synthetic
ELV-fb179d7b54,2026-02-16,3e,SVT,exercise,auditif,moyenne,40,3,3,0.5316,0.4482,0.5243,4,1,1,synthetic
ELV-fea5e729f9,2026-01-09,Terminale D,SVT,laboratory,auditif,faible,22,1,2,0.7085,0.653,0.7528,3,0,0,synthetic
ELV-fea5e729f9,2026-01-17,Terminale D,Mathématiques,exercise,auditif,faible,32,2,1,0.7979,0.6474,0.7659,2,1,0,synthetic
ELV-fea5e729f9,2026-01-16,Terminale D,Physique-Chimie,exercise,auditif,faible,29,2,1,0.5653,0.6029,0.7087,18,1,1,synthetic
ELV-fea5e729f9,2026-01-22,Terminale D,SVT,exercise,auditif,faible,23,1,2,0.5753,0.5258,0.5417,5,1,1,synthetic
ELV-fea5e729f9,2026-01-29,Terminale D,Mathématiques,exam,auditif,faible,26,2,2,0.572,0.5896,0.6775,3,1,0,synthetic
ELV-fea5e729f9,2026-01-28,Terminale D,Physique-Chimie,laboratory,auditif,faible,16,4,1,0.5449,0.5736,0.6882,3,1,1,synthetic
ELV-fea5e729f9,2026-02-08,Terminale D,SVT,exercise,auditif,faible,18,1,2,0.8266,0.7588,0.936,12,0,0,synthetic
ELV-fea5e729f9,2026-02-20,Terminale D,Mathématiques,exam,auditif,faible,33,2,2,0.5214,0.4804,0.5384,0,1,1,synthetic
ELV-4065b2bfe4,2026-01-06,Terminale D,Mathématiques,exercise,auditif,faible,22,2,1,0.4888,0.433,0.4557,4,1,1,synthetic
ELV-4065b2bfe4,2026-01-15,Terminale D,Physique-Chimie,course,auditif,faible,40,2,2,0.3358,0.3359,0.4127,15,0,1,synthetic
ELV-4065b2bfe4,2026-01-15,Terminale D,SVT,laboratory,auditif,faible,17,3,2,0.5081,0.5256,0.6324,6,1,1,synthetic
ELV-4065b2bfe4,2026-01-31,Terminale D,Mathématiques,course,auditif,faible,45,3,2,0.5186,0.4085,0.5006,16,0,1,synthetic
ELV-4065b2bfe4,2026-02-03,Terminale D,Physique-Chimie,course,auditif,faible,26,3,4,0.369,0.4364,0.4515,32,0,1,synthetic
ELV-4065b2bfe4,2026-02-12,Terminale D,SVT,exam,auditif,faible,19,2,1,0.5229,0.4788,0.4867,5,1,1,synthetic
ELV-4065b2bfe4,2026-01-25,Terminale D,Mathématiques,laboratory,auditif,faible,34,4,3,0.2957,0.3528,0.4341,8,1,1,synthetic
ELV-4065b2bfe4,2026-01-28,Terminale D,Physique-Chimie,exercise,auditif,faible,42,3,3,0.4393,0.3661,0.4111,2,1,1,synthetic
ELV-3421f1d1ae,2026-01-06,3e,Physique-Chimie,exercise,pratique,faible,36,2,1,0.6458,0.5528,0.6578,10,1,0,synthetic
ELV-3421f1d1ae,2026-01-11,3e,SVT,course,pratique,faible,37,3,2,0.6691,0.6321,0.6667,2,1,0,synthetic
ELV-3421f1d1ae,2026-01-18,3e,Mathématiques,exercise,pratique,faible,30,2,2,0.5329,0.5276,0.5899,27,0,1,synthetic
ELV-3421f1d1ae,2026-01-15,3e,Physique-Chimie,course,pratique,faible,22,2,2,0.4685,0.5351,0.5464,11,1,1,synthetic
ELV-3421f1d1ae,2026-01-22,3e,SVT,exercise,pratique,faible,37,2,1,0.6184,0.6348,0.7034,4,1,0,synthetic
ELV-3421f1d1ae,2026-02-14,3e,Mathématiques,exercise,pratique,faible,40,1,1,0.5105,0.5795,0.6731,3,1,1,synthetic
ELV-3421f1d1ae,2026-01-29,3e,Physique-Chimie,exercise,pratique,faible,25,2,2,0.6406,0.5635,0.6782,0,1,0,synthetic
ELV-3421f1d1ae,2026-01-28,3e,SVT,exam,pratique,faible,20,2,2,0.5025,0.5749,0.6202,21,0,1,synthetic
ELV-de1e576e57,2026-01-06,Terminale C,SVT,course,pratique,moyenne,30,3,0,0.6361,0.5721,0.7042,9,1,0,synthetic
ELV-de1e576e57,2026-01-12,Terminale C,Mathématiques,course,pratique,moyenne,17,1,1,0.6355,0.6192,0.6951,38,1,1,synthetic
ELV-de1e576e57,2026-01-16,Terminale C,Physique-Chimie,course,pratique,moyenne,21,3,2,0.7412,0.6742,0.7354,8,1,0,synthetic
ELV-de1e576e57,2026-01-29,Terminale C,SVT,course,pratique,moyenne,25,1,1,0.6162,0.4836,0.5802,2,1,1,synthetic
ELV-de1e576e57,2026-02-03,Terminale C,Mathématiques,course,pratique,moyenne,19,2,2,0.5798,0.4767,0.5575,0,0,1,synthetic
ELV-de1e576e57,2026-02-10,Terminale C,Physique-Chimie,course,pratique,moyenne,26,2,2,0.6533,0.5596,0.6786,3,1,0,synthetic
ELV-de1e576e57,2026-02-22,Terminale C,SVT,exercise,pratique,moyenne,33,2,2,0.7351,0.5303,0.6073,7,1,0,synthetic
ELV-de1e576e57,2026-03-04,Terminale C,Mathématiques,exercise,pratique,moyenne,20,1,2,0.7323,0.6405,0.7664,2,1,0,synthetic
ELV-8dd8aa3de3,2026-01-06,3e,Mathématiques,exercise,visuel,moyenne,40,2,3,0.5872,0.5629,0.6293,3,1,0,synthetic
ELV-8dd8aa3de3,2026-01-08,3e,Physique-Chimie,exercise,visuel,moyenne,41,3,2,0.5824,0.5226,0.6454,8,0,0,synthetic
ELV-8dd8aa3de3,2026-01-21,3e,SVT,exam,visuel,moyenne,18,2,1,0.7701,0.7408,0.8728,12,1,0,synthetic
ELV-8dd8aa3de3,2026-01-19,3e,Mathématiques,exercise,visuel,moyenne,32,2,2,0.5197,0.5135,0.5581,9,1,1,synthetic
ELV-8dd8aa3de3,2026-02-02,3e,Physique-Chimie,course,visuel,moyenne,37,2,1,0.6643,0.6328,0.7145,2,1,0,synthetic
ELV-8dd8aa3de3,2026-01-27,3e,SVT,course,visuel,moyenne,12,2,2,0.7084,0.6399,0.77,17,0,1,synthetic
ELV-8dd8aa3de3,2026-02-20,3e,Mathématiques,exam,visuel,moyenne,27,4,1,0.7622,0.6062,0.6922,6,1,0,synthetic
ELV-8dd8aa3de3,2026-02-16,3e,Physique-Chimie,exam,visuel,moyenne,36,2,1,0.7761,0.653,0.7263,14,0,1,synthetic
ELV-60b0ec14a3,2026-01-05,Terminale D,Physique-Chimie,course,auditif,bonne,31,3,2,0.2719,0.2175,0.2277,25,0,1,synthetic
ELV-60b0ec14a3,2026-01-16,Terminale D,SVT,exercise,auditif,bonne,39,2,2,0.4939,0.3908,0.4816,0,1,1,synthetic
ELV-60b0ec14a3,2026-01-12,Terminale D,Mathématiques,exam,auditif,bonne,43,2,3,0.584,0.3811,0.4496,18,0,1,synthetic
ELV-60b0ec14a3,2026-01-23,Terminale D,Physique-Chimie,course,auditif,bonne,28,4,3,0.2424,0.2312,0.269,0,1,1,synthetic
ELV-60b0ec14a3,2026-02-03,Terminale D,SVT,exam,auditif,bonne,37,2,1,0.6032,0.3845,0.4723,8,1,1,synthetic
ELV-60b0ec14a3,2026-01-24,Terminale D,Mathématiques,exam,auditif,bonne,43,3,3,0.2696,0.1734,0.2185,0,0,1,synthetic
ELV-60b0ec14a3,2026-02-26,Terminale D,Physique-Chimie,exam,auditif,bonne,32,2,3,0.3803,0.2529,0.276,0,1,1,synthetic
ELV-60b0ec14a3,2026-02-23,Terminale D,SVT,laboratory,auditif,bonne,36,5,3,0.0838,0.1664,0.2275,2,1,1,synthetic
ELV-e3c7c8e934,2026-01-05,3e,SVT,exam,visuel,bonne,31,2,2,0.6516,0.5239,0.6221,7,0,0,synthetic
ELV-e3c7c8e934,2026-01-15,3e,Mathématiques,course,visuel,bonne,39,2,0,0.7869,0.5964,0.7096,3,1,0,synthetic
ELV-e3c7c8e934,2026-01-23,3e,Physique-Chimie,exercise,visuel,bonne,31,4,2,0.5269,0.4739,0.5264,0,0,1,synthetic
ELV-e3c7c8e934,2026-01-24,3e,SVT,course,visuel,bonne,28,1,2,0.7088,0.6177,0.6868,6,1,0,synthetic
ELV-e3c7c8e934,2026-02-03,3e,Mathématiques,exam,visuel,bonne,35,1,1,0.8005,0.5711,0.6439,8,1,0,synthetic
ELV-e3c7c8e934,2026-02-11,3e,Physique-Chimie,exercise,visuel,bonne,26,3,2,0.6004,0.5411,0.6241,12,0,0,synthetic
ELV-e3c7c8e934,2026-01-31,3e,SVT,exam,visuel,bonne,46,1,1,0.7879,0.6245,0.7327,3,1,0,synthetic
ELV-e3c7c8e934,2026-02-10,3e,Mathématiques,laboratory,visuel,bonne,35,3,1,0.7109,0.5921,0.7322,7,1,0,synthetic
ELV-0d5275f20d,2026-01-07,Terminale D,Mathématiques,exercise,auditif,faible,14,2,1,0.5868,0.517,0.6186,4,1,0,synthetic
ELV-0d5275f20d,2026-01-16,Terminale D,Physique-Chimie,exercise,auditif,faible,32,2,1,0.4386,0.4351,0.5034,0,0,1,synthetic
ELV-0d5275f20d,2026-01-18,Terminale D,SVT,laboratory,auditif,faible,44,2,2,0.5085,0.4996,0.5753,1,1,1,synthetic
ELV-0d5275f20d,2026-01-25,Terminale D,Mathématiques,course,auditif,faible,34,2,2,0.5345,0.4967,0.5419,12,1,1,synthetic
ELV-0d5275f20d,2026-01-28,Terminale D,Physique-Chimie,exercise,auditif,faible,31,2,2,0.376,0.4597,0.5503,6,1,1,synthetic
ELV-0d5275f20d,2026-01-31,Terminale D,SVT,exercise,auditif,faible,35,2,1,0.447,0.3799,0.4647,4,0,1,synthetic
ELV-0d5275f20d,2026-02-17,Terminale D,Mathématiques,exercise,auditif,faible,20,2,2,0.5374,0.4766,0.6108,7,1,1,synthetic
ELV-0d5275f20d,2026-03-04,Terminale D,Physique-Chimie,course,auditif,faible,32,1,3,0.2763,0.4133,0.458,2,1,1,synthetic
ELV-bbc8ec9ac7,2026-01-05,3e,Physique-Chimie,exercise,auditif,moyenne,16,2,2,0.6626,0.6126,0.6856,0,1,0,synthetic
ELV-bbc8ec9ac7,2026-01-16,3e,SVT,course,auditif,moyenne,22,1,2,0.8675,0.809,0.8692,12,1,0,synthetic
ELV-bbc8ec9ac7,2026-01-19,3e,Mathématiques,laboratory,auditif,moyenne,30,1,0,0.7851,0.7229,0.9284,6,1,0,synthetic
ELV-bbc8ec9ac7,2026-01-31,3e,Physique-Chimie,course,auditif,moyenne,21,2,1,0.7425,0.707,0.8011,7,1,0,synthetic
ELV-bbc8ec9ac7,2026-01-24,3e,SVT,exercise,auditif,moyenne,22,1,2,0.9167,0.7259,0.8018,14,1,1,synthetic
ELV-bbc8ec9ac7,2026-02-18,3e,Mathématiques,course,auditif,moyenne,30,2,2,0.5766,0.5753,0.6331,9,1,0,synthetic
ELV-bbc8ec9ac7,2026-02-16,3e,Physique-Chimie,course,auditif,moyenne,34,4,3,0.5418,0.4591,0.4832,17,1,1,synthetic
ELV-bbc8ec9ac7,2026-02-03,3e,SVT,exercise,auditif,moyenne,19,1,1,0.7535,0.7203,0.8088,45,1,1,synthetic
ELV-785459e511,2026-01-05,Terminale C,SVT,exercise,pratique,faible,37,3,2,0.4386,0.4756,0.5159,2,1,1,synthetic
ELV-785459e511,2026-01-17,Terminale C,Mathématiques,exam,pratique,faible,40,4,2,0.3702,0.4163,0.4497,2,0,1,synthetic
ELV-785459e511,2026-01-18,Terminale C,Physique-Chimie,exercise,pratique,faible,35,2,1,0.6728,0.4913,0.558,0,1,1,synthetic
ELV-785459e511,2026-01-20,Terminale C,SVT,exercise,pratique,faible,27,1,2,0.5982,0.4927,0.5224,4,0,1,synthetic
ELV-785459e511,2026-01-29,Terminale C,Mathématiques,exam,pratique,faible,17,2,2,0.26,0.3981,0.436,1,1,1,synthetic
ELV-785459e511,2026-01-28,Terminale C,Physique-Chimie,laboratory,pratique,faible,31,3,2,0.5069,0.4523,0.5564,2,1,1,synthetic
ELV-785459e511,2026-01-26,Terminale C,SVT,course,pratique,faible,40,2,0,0.6805,0.4998,0.5551,0,1,1,synthetic
ELV-785459e511,2026-02-20,Terminale C,Mathématiques,exam,pratique,faible,31,1,2,0.3304,0.4581,0.5204,76,1,1,synthetic
ELV-d18485c79f,2026-01-09,Terminale C,Mathématiques,exercise,pratique,moyenne,16,2,1,0.7411,0.6269,0.6874,24,1,1,synthetic
ELV-d18485c79f,2026-01-13,Terminale C,Physique-Chimie,exam,pratique,moyenne,26,1,2,0.6913,0.6819,0.7812,18,1,1,synthetic
ELV-d18485c79f,2026-01-13,Terminale C,SVT,course,pratique,moyenne,41,1,0,0.8583,0.7564,0.9009,24,1,1,synthetic
ELV-d18485c79f,2026-01-23,Terminale C,Mathématiques,laboratory,pratique,moyenne,41,3,1,0.5154,0.4487,0.5468,16,0,1,synthetic
ELV-d18485c79f,2026-01-27,Terminale C,Physique-Chimie,exercise,pratique,moyenne,40,2,2,0.8771,0.719,0.8113,13,1,0,synthetic
ELV-d18485c79f,2026-02-10,Terminale C,SVT,laboratory,pratique,moyenne,14,1,2,0.9071,0.74,0.8951,9,1,0,synthetic
ELV-d18485c79f,2026-02-08,Terminale C,Mathématiques,exam,pratique,moyenne,40,1,1,0.8152,0.7295,0.8249,28,1,1,synthetic
ELV-d18485c79f,2026-02-09,Terminale C,Physique-Chimie,exercise,pratique,moyenne,27,2,0,0.9968,0.8523,1.0,3,0,0,synthetic
ELV-23e0fb70e6,2026-01-07,Terminale C,Physique-Chimie,exam,pratique,moyenne,27,2,1,0.7726,0.6104,0.7477,2,1,0,synthetic
ELV-23e0fb70e6,2026-01-12,Terminale C,SVT,exam,pratique,moyenne,38,4,2,0.7425,0.648,0.7398,5,1,0,synthetic
ELV-23e0fb70e6,2026-01-13,Terminale C,Mathématiques,exam,pratique,moyenne,18,3,1,0.6039,0.5313,0.642,4,1,0,synthetic
ELV-23e0fb70e6,2026-01-29,Terminale C,Physique-Chimie,exercise,pratique,moyenne,32,2,1,0.8655,0.662,0.7738,20,1,1,synthetic
ELV-23e0fb70e6,2026-01-20,Terminale C,SVT,course,pratique,moyenne,20,3,1,0.6441,0.5165,0.6096,0,1,0,synthetic
ELV-23e0fb70e6,2026-02-13,Terminale C,Mathématiques,exercise,pratique,moyenne,45,3,1,0.7689,0.6031,0.6747,5,1,0,synthetic
ELV-23e0fb70e6,2026-02-24,Terminale C,Physique-Chimie,exercise,pratique,moyenne,42,4,1,0.7031,0.5893,0.6624,2,0,0,synthetic
ELV-23e0fb70e6,2026-02-03,Terminale C,SVT,exercise,pratique,moyenne,31,2,2,0.541,0.4975,0.5197,7,1,1,synthetic
ELV-3be422c8cf,2026-01-07,3e,SVT,exercise,auditif,bonne,22,1,0,1.0,0.8424,1.0,3,1,0,synthetic
ELV-3be422c8cf,2026-01-09,3e,Mathématiques,exam,auditif,bonne,28,1,1,0.9014,0.8048,0.9751,8,1,0,synthetic
ELV-3be422c8cf,2026-01-23,3e,Physique-Chimie,exercise,auditif,bonne,30,1,0,0.8495,0.7433,0.8761,0,0,0,synthetic
ELV-3be422c8cf,2026-01-17,3e,SVT,exercise,auditif,bonne,32,2,1,1.0,0.8477,0.9784,7,1,0,synthetic
ELV-3be422c8cf,2026-02-06,3e,Mathématiques,laboratory,auditif,bonne,31,1,1,0.9008,0.749,0.8874,3,1,0,synthetic
ELV-3be422c8cf,2026-02-06,3e,Physique-Chimie,course,auditif,bonne,20,3,2,0.7596,0.6913,0.757,4,1,0,synthetic
ELV-3be422c8cf,2026-01-26,3e,SVT,course,auditif,bonne,29,3,1,0.7761,0.7458,0.8667,8,1,0,synthetic
ELV-3be422c8cf,2026-03-02,3e,Mathématiques,course,auditif,bonne,33,2,0,0.7414,0.6296,0.7173,2,1,0,synthetic
ELV-3359848614,2026-01-05,Terminale D,Mathématiques,laboratory,pratique,moyenne,23,2,1,0.4753,0.512,0.5849,2,1,1,synthetic
ELV-3359848614,2026-01-13,Terminale D,Physique-Chimie,course,pratique,moyenne,39,3,2,0.5812,0.622,0.6551,2,1,0,synthetic
ELV-3359848614,2026-01-25,Terminale D,SVT,exam,pratique,moyenne,28,2,2,0.6642,0.6431,0.6884,1,0,0,synthetic
ELV-3359848614,2026-01-22,Terminale D,Mathématiques,exercise,pratique,moyenne,32,2,2,0.6484,0.6126,0.6827,2,0,0,synthetic
ELV-3359848614,2026-01-29,Terminale D,Physique-Chimie,exercise,pratique,moyenne,41,3,0,0.8494,0.6553,0.7876,3,1,0,synthetic
ELV-3359848614,2026-02-11,Terminale D,SVT,course,pratique,moyenne,31,3,1,0.6817,0.5481,0.6392,1,0,0,synthetic
ELV-3359848614,2026-02-22,Terminale D,Mathématiques,exam,pratique,moyenne,25,3,1,0.5839,0.5852,0.6894,12,1,0,synthetic
ELV-3359848614,2026-03-06,Terminale D,Physique-Chimie,exercise,pratique,moyenne,41,1,2,0.5434,0.5762,0.6108,10,1,1,synthetic
ELV-5312027c28,2026-01-06,Terminale C,Physique-Chimie,course,pratique,faible,14,1,1,0.7306,0.7802,0.8609,8,1,0,synthetic
ELV-5312027c28,2026-01-13,Terminale C,SVT,exercise,pratique,faible,23,2,1,0.7947,0.7236,0.8353,4,1,0,synthetic
ELV-5312027c28,2026-01-15,Terminale C,Mathématiques,exercise,pratique,faible,25,2,1,0.8974,0.769,0.839,10,1,0,synthetic
ELV-5312027c28,2026-01-21,Terminale C,Physique-Chimie,course,pratique,faible,24,1,2,0.7215,0.8221,0.924,12,1,0,synthetic
ELV-5312027c28,2026-02-05,Terminale C,SVT,exercise,pratique,faible,44,2,0,0.7945,0.717,0.8276,2,1,0,synthetic
ELV-5312027c28,2026-01-23,Terminale C,Mathématiques,laboratory,pratique,faible,37,2,1,0.816,0.7937,0.9564,26,1,1,synthetic
ELV-5312027c28,2026-02-26,Terminale C,Physique-Chimie,course,pratique,faible,26,1,1,0.882,0.8408,0.9597,1,1,0,synthetic
ELV-5312027c28,2026-02-16,Terminale C,SVT,exercise,pratique,faible,33,1,3,0.6782,0.7158,0.8062,5,1,0,synthetic
ELV-4b2be6dccf,2026-01-05,Terminale D,SVT,exercise,auditif,bonne,24,1,2,0.6076,0.5354,0.6145,1,1,0,synthetic
ELV-4b2be6dccf,2026-01-09,Terminale D,Mathématiques,exercise,auditif,bonne,36,3,2,0.503,0.3652,0.4468,2,1,1,synthetic
ELV-4b2be6dccf,2026-01-12,Terminale D,Physique-Chimie,exercise,auditif,bonne,17,3,3,0.3809,0.2923,0.364,4,1,1,synthetic
ELV-4b2be6dccf,2026-01-15,Terminale D,SVT,exercise,auditif,bonne,34,1,2,0.674,0.5273,0.6017,13,1,0,synthetic
ELV-4b2be6dccf,2026-01-17,Terminale D,Mathématiques,exercise,auditif,bonne,43,2,2,0.5149,0.4591,0.5634,29,1,1,synthetic
ELV-4b2be6dccf,2026-02-04,Terminale D,Physique-Chimie,exercise,auditif,bonne,19,2,2,0.5056,0.4303,0.4855,3,1,1,synthetic
ELV-4b2be6dccf,2026-02-02,Terminale D,SVT,course,auditif,bonne,41,3,2,0.7852,0.6091,0.6938,13,1,0,synthetic
ELV-4b2be6dccf,2026-02-20,Terminale D,Mathématiques,exercise,auditif,bonne,25,2,2,0.5511,0.4196,0.48,4,1,1,synthetic
ELV-aa4ab886f8,2026-01-07,3e,Mathématiques,exam,auditif,moyenne,34,2,3,0.624,0.6287,0.6609,8,1,0,synthetic
ELV-aa4ab886f8,2026-01-09,3e,Physique-Chimie,course,auditif,moyenne,30,2,0,0.7929,0.7163,0.8344,1,1,0,synthetic
ELV-aa4ab886f8,2026-01-17,3e,SVT,exercise,auditif,moyenne,30,2,0,0.9768,0.8134,0.942,27,0,1,synthetic
ELV-aa4ab886f8,2026-01-18,3e,Mathématiques,course,auditif,moyenne,30,1,1,0.8115,0.7274,0.8343,5,1,0,synthetic
ELV-aa4ab886f8,2026-02-04,3e,Physique-Chimie,exercise,auditif,moyenne,38,1,1,0.9795,0.8097,0.9631,13,1,0,synthetic
ELV-aa4ab886f8,2026-02-06,3e,SVT,laboratory,auditif,moyenne,23,1,1,0.8649,0.7196,0.841,5,1,0,synthetic
ELV-aa4ab886f8,2026-02-25,3e,Mathématiques,course,auditif,moyenne,28,2,1,0.8804,0.8088,0.8882,10,1,0,synthetic
ELV-aa4ab886f8,2026-02-03,3e,Physique-Chimie,laboratory,auditif,moyenne,40,3,1,0.7627,0.5817,0.7457,21,0,1,synthetic
ELV-cf45aad622,2026-01-06,3e,Physique-Chimie,exercise,visuel,moyenne,28,3,2,0.5932,0.468,0.6283,9,1,0,synthetic
ELV-cf45aad622,2026-01-11,3e,SVT,course,visuel,moyenne,25,3,2,0.5168,0.3907,0.4708,13,1,1,synthetic
ELV-cf45aad622,2026-01-24,3e,Mathématiques,exam,visuel,moyenne,32,2,1,0.464,0.3993,0.4588,15,0,1,synthetic
ELV-cf45aad622,2026-01-14,3e,Physique-Chimie,exercise,visuel,moyenne,34,3,3,0.5106,0.5229,0.5664,9,1,1,synthetic
ELV-cf45aad622,2026-01-24,3e,SVT,exercise,visuel,moyenne,33,2,1,0.8254,0.6006,0.7293,4,1,0,synthetic
ELV-cf45aad622,2026-02-07,3e,Mathématiques,exercise,visuel,moyenne,26,3,2,0.4044,0.3781,0.4173,11,0,1,synthetic
ELV-cf45aad622,2026-02-13,3e,Physique-Chimie,laboratory,visuel,moyenne,48,3,2,0.5468,0.5064,0.5965,9,1,1,synthetic
ELV-cf45aad622,2026-02-20,3e,SVT,exercise,visuel,moyenne,36,3,2,0.6116,0.5942,0.6638,10,1,0,synthetic
ELV-3053816cfc,2026-01-09,3e,SVT,exercise,visuel,faible,25,3,2,0.65,0.5648,0.6328,5,1,0,synthetic
ELV-3053816cfc,2026-01-12,3e,Mathématiques,laboratory,visuel,faible,31,1,1,0.6125,0.5179,0.5856,0,0,1,synthetic
ELV-3053816cfc,2026-01-16,3e,Physique-Chimie,laboratory,visuel,faible,50,3,2,0.3552,0.3288,0.3877,0,1,1,synthetic
ELV-3053816cfc,2026-01-24,3e,SVT,exercise,visuel,faible,41,3,3,0.3439,0.3657,0.4052,8,0,1,synthetic
ELV-3053816cfc,2026-01-30,3e,Mathématiques,laboratory,visuel,faible,25,4,3,0.2734,0.3221,0.3882,1,1,1,synthetic
ELV-3053816cfc,2026-02-13,3e,Physique-Chimie,exam,visuel,faible,27,2,3,0.3305,0.4273,0.4648,3,0,1,synthetic
ELV-3053816cfc,2026-01-25,3e,SVT,exercise,visuel,faible,22,2,2,0.4434,0.4476,0.5278,5,0,1,synthetic
ELV-3053816cfc,2026-02-18,3e,Mathématiques,course,visuel,faible,43,4,2,0.3876,0.3157,0.3624,1,1,1,synthetic
ELV-b9ca0b5010,2026-01-09,Terminale C,Mathématiques,course,visuel,faible,34,3,1,0.5349,0.4781,0.5531,7,1,1,synthetic
ELV-b9ca0b5010,2026-01-11,Terminale C,Physique-Chimie,exercise,visuel,faible,28,2,2,0.4968,0.5035,0.5873,17,0,1,synthetic
ELV-b9ca0b5010,2026-01-17,Terminale C,SVT,course,visuel,faible,31,3,1,0.6796,0.4692,0.5916,2,1,1,synthetic
ELV-b9ca0b5010,2026-01-30,Terminale C,Mathématiques,exercise,visuel,faible,26,2,2,0.3895,0.4564,0.4799,21,0,1,synthetic
ELV-b9ca0b5010,2026-01-28,Terminale C,Physique-Chimie,exercise,visuel,faible,38,2,1,0.6402,0.5245,0.6263,3,1,0,synthetic
ELV-b9ca0b5010,2026-01-21,Terminale C,SVT,exercise,visuel,faible,32,2,2,0.4131,0.3974,0.4183,3,0,1,synthetic
ELV-b9ca0b5010,2026-02-13,Terminale C,Mathématiques,course,visuel,faible,25,3,1,0.5541,0.5524,0.6433,0,0,0,synthetic
ELV-b9ca0b5010,2026-02-06,Terminale C,Physique-Chimie,exercise,visuel,faible,35,3,2,0.4739,0.496,0.5675,3,1,1,synthetic
ELV-05b86e6ba3,2026-01-08,3e,Physique-Chimie,course,auditif,bonne,34,3,0,0.7226,0.5493,0.6256,13,1,0,synthetic
ELV-05b86e6ba3,2026-01-09,3e,SVT,exercise,auditif,bonne,17,2,0,0.6842,0.6578,0.7459,1,1,0,synthetic
ELV-05b86e6ba3,2026-01-13,3e,Mathématiques,exercise,auditif,bonne,28,1,1,0.579,0.4634,0.556,8,1,1,synthetic
ELV-05b86e6ba3,2026-01-30,3e,Physique-Chimie,exercise,auditif,bonne,31,1,2,0.6419,0.5706,0.6759,34,1,1,synthetic
ELV-05b86e6ba3,2026-02-09,3e,SVT,exam,auditif,bonne,20,2,2,0.6831,0.6293,0.6802,19,1,1,synthetic
ELV-05b86e6ba3,2026-02-10,3e,Mathématiques,laboratory,auditif,bonne,28,2,2,0.5213,0.3732,0.4925,7,0,1,synthetic
ELV-05b86e6ba3,2026-02-17,3e,Physique-Chimie,exercise,auditif,bonne,29,1,2,0.6155,0.5004,0.6062,1,1,0,synthetic
ELV-05b86e6ba3,2026-02-18,3e,SVT,exam,auditif,bonne,23,2,1,0.708,0.6356,0.7332,1,1,0,synthetic
ELV-c4eae6dc81,2026-01-08,Terminale C,SVT,exercise,pratique,faible,34,3,2,0.4826,0.5337,0.5848,5,1,1,synthetic
ELV-c4eae6dc81,2026-01-12,Terminale C,Mathématiques,laboratory,pratique,faible,37,2,2,0.4878,0.4732,0.5652,0,1,1,synthetic
ELV-c4eae6dc81,2026-01-21,Terminale C,Physique-Chimie,exercise,pratique,faible,28,3,2,0.4745,0.5232,0.59,4,0,1,synthetic
ELV-c4eae6dc81,2026-01-20,Terminale C,SVT,course,pratique,faible,37,3,2,0.6304,0.5354,0.603,14,1,1,synthetic
ELV-c4eae6dc81,2026-01-26,Terminale C,Mathématiques,exercise,pratique,faible,23,1,2,0.5478,0.5601,0.6732,13,1,1,synthetic
ELV-c4eae6dc81,2026-02-13,Terminale C,Physique-Chimie,exam,pratique,faible,40,2,0,0.7936,0.637,0.7869,3,1,0,synthetic
ELV-c4eae6dc81,2026-02-16,Terminale C,SVT,course,pratique,faible,41,4,0,0.5625,0.5119,0.6589,20,1,1,synthetic
ELV-c4eae6dc81,2026-03-06,Terminale C,Mathématiques,course,pratique,faible,43,2,2,0.5372,0.5283,0.5873,10,1,1,synthetic
ELV-7ae372c6ba,2026-01-05,Terminale C,Mathématiques,course,visuel,moyenne,31,3,1,0.6086,0.4591,0.5557,9,0,1,synthetic
